name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",70.0,0.2,12.4,2.7,6.8,750.0,0.5,0.0
"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",84.0,0.2,15.5,2.7,10.3,788.0,0.6,0.0
"SALAD DRSNG,RUSSIAN DRSNG",355.0,0.69,31.9,26.18,17.68,1133.0,2.39,0.0
"SALAD DRSNG,SESAME SD DRSNG,REG",443.0,3.1,8.6,45.2,8.32,1000.0,6.2,0.0
"SALAD DRSNG,1000 ISLAND,COMM,REG",370.0,1.09,14.64,35.06,15.18,863.0,5.092,0.0
"SALAD DRSNG,MAYO TYPE,REG,W/SALT",390.0,0.9,23.9,33.4,6.4,711.0,4.9,0.0
"SALAD DRSNG,FRENCH DRSNG,RED FAT",222.0,0.58,31.22,11.52,16.86,838.0,0.842,0.0
"SALAD DRSNG,ITALIAN DRSNG,RED FAT",75.0,0.47,4.57,6.38,4.55,1074.0,0.451,0.0
"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",141.0,0.5,27.6,4.0,21.87,868.0,0.6,0.0
"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",195.0,0.83,24.06,11.32,17.31,955.0,0.746,0.0
"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",718.0,0.9,3.16,79.39,1.08,568.0,11.885,0.0
"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",717.0,1.1,2.7,79.4,0.48,568.0,8.6,0.0
"SALAD DRSNG,MAYO,IMITN,SOYBN",232.0,0.3,16.0,19.2,6.0,497.0,3.3,0.0
"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",482.0,0.1,15.8,47.7,6.0,353.0,7.5,0.0
"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",389.0,0.9,22.4,34.0,15.18,1000.0,5.1,0.0
"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED",884.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",884.0,0.0,0.0,100.0,0.0,0.0,14.9,0.0
"OIL,RICE BRAN",884.0,0.0,0.0,100.0,0.0,0.0,19.7,0.0
"OIL,WHEAT GERM",884.0,0.0,0.0,100.0,0.0,0.0,18.8,0.0
"OIL,PNUT,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,16.9,0.0
"OIL,SOYBN,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,15.65,0.0
"OIL,COCNT",862.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,OLIVE,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,2.0,13.808,0.0
"OIL,PALM",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,SESAME,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,14.2,0.0
"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)",884.0,0.0,0.0,100.0,0.0,0.0,10.1,0.0
"MARGARINE,REG,HARD,SOYBN (HYDR)",719.0,0.9,0.9,80.5,0.0,943.0,16.7,0.0
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",291.0,0.38,10.43,28.37,8.32,1018.0,4.474,0.0
"SALAD DRSNG,FRENCH DRSNG,COMM,REG",457.0,0.77,15.58,44.81,15.95,836.0,5.648,0.0
"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",339.0,0.51,0.66,37.77,0.0,589.0,8.637,0.0
"SALAD DRSNG,HOME RECIPE,CKD",157.0,4.2,14.9,9.5,9.07,734.0,2.9,0.0
"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",449.0,0.0,2.5,50.1,2.5,1.0,9.1,0.0
"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",459.0,0.77,15.58,44.81,15.95,0.0,5.648,0.0
"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",233.0,0.58,29.28,13.46,28.45,30.0,1.099,0.0
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",292.0,0.38,10.43,28.37,8.32,30.0,4.474,0.0
"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",76.0,0.47,4.57,6.38,4.55,30.0,0.451,0.0
"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",132.0,0.2,32.14,0.27,16.45,853.0,0.037,0.0
"OIL,COCOA BUTTER",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,CTTNSD,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,25.9,0.0
"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)",884.0,0.0,0.0,100.0,0.0,0.0,10.3,0.0
"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",884.0,0.0,0.0,100.0,0.0,0.0,6.203,0.0
"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",884.0,0.0,0.0,100.0,0.0,0.0,7.541,0.0
"VEGETABLE OIL,PALM KERNEL",862.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,POPPYSEED",884.0,0.0,0.0,100.0,0.0,0.0,13.5,0.0
"OIL,TOMATOSEED",884.0,0.0,0.0,100.0,0.0,0.0,19.7,0.0
"OIL,TEASEED",884.0,0.0,0.0,100.0,0.0,0.0,21.1,0.0
"OIL,GRAPESEED",884.0,0.0,0.0,100.0,0.0,0.0,9.6,0.0
"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,12.948,0.0
"FAT,MUTTON TALLOW",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,WALNUT",884.0,0.0,0.0,100.0,0.0,0.0,9.1,0.0
"OIL,ALMOND",884.0,0.0,0.0,100.0,0.0,0.0,8.2,0.0
"OIL,APRICOT KERNEL",884.0,0.0,0.0,100.0,0.0,0.0,6.3,0.0
"OIL,SOYBN LECITHIN",763.0,0.0,0.0,100.0,0.0,0.0,15.005,0.0
"OIL,HAZELNUT",884.0,0.0,0.0,100.0,0.0,0.0,7.4,0.0
"OIL,BABASSU",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,SHEANUT",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",476.0,1.37,4.62,51.1,3.48,1041.0,8.275,0.0
"OIL,CUPU ASSU",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"FAT,CHICKEN",884.0,0.0,0.0,99.8,0.0,0.0,28.470739999999992,0.0
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0,18.0,0.0
"SHORTENING,HOUSEHOLD,LARD&VEG OIL",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)",884.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0
"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0,22.0,0.0
"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0,27.2,0.0
"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0,25.6,0.0
"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",884.0,0.0,0.0,100.0,0.0,0.0,21.1,0.0
"OIL,NUTMEG BUTTER",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,UCUHUBA BUTTER",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"FAT,DUCK",882.0,0.0,0.0,99.8,0.0,0.0,28.470739999999992,0.0
"FAT,TURKEY",884.0,0.0,0.0,99.8,0.0,0.0,28.470739999999992,0.0
"OIL,CANOLA",884.0,0.0,0.0,100.0,0.0,0.0,7.365,0.0
"OIL,SUNFLOWER,HI OLEIC (70% & OVER)",884.0,0.0,0.0,100.0,0.0,0.0,9.859,0.0
"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",714.0,0.31,0.77,80.32,0.0,633.0,14.198,0.0
"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0,20.001,0.0
"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,OAT",884.0,0.0,0.0,100.0,0.0,0.0,19.62,0.0
"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT",362.0,1.0,1.0,40.0,0.0,786.0,7.238,0.0
"BUTTER,LT,STK,W/SALT",509.0,3.3,0.0,55.1,0.0,450.0,28.470739999999992,0.0
"BUTTER,LT,STK,WO/SALT",499.0,3.3,0.0,55.1,0.0,36.0,28.470739999999992,0.0
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",884.0,0.0,0.0,98.59,0.0,545.0,28.470739999999992,0.0
"ANIMAL FAT,BACON GREASE",884.0,0.0,0.0,99.5,0.0,150.0,28.470739999999992,0.0
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT",717.0,0.16,0.7,80.71,0.0,751.0,15.189,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT",713.0,0.22,0.75,80.17,0.0,657.0,14.224,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT",537.0,0.12,0.69,60.39,0.0,785.0,10.884,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT",533.0,0.17,0.86,59.81,0.0,615.0,12.086,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT",526.0,0.6,0.0,59.17,0.0,700.0,10.042,0.0
"SHORTENING,VEG,HOUSEHOLD,COMP",884.0,0.0,0.0,99.97,0.0,4.0,24.98,0.0
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT",717.0,0.16,0.7,80.71,0.0,2.0,15.189,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT",713.0,0.22,0.75,80.17,0.0,28.0,14.224,0.0
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT",533.0,0.17,0.86,59.81,0.0,2.0,12.086,0.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT",43.0,1.5,2.5,3.0,0.0,833.0,0.416,0.0
"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT",630.0,0.3,0.5,70.0,0.0,590.0,13.3,0.0
"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT",330.0,2.0,2.0,35.0,0.0,630.0,7.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB",44.0,0.1,4.34,3.04,0.0,580.0,2.128,0.0
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT",175.0,0.0,0.4,19.5,0.0,733.0,2.87,0.0
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT",175.0,0.0,0.4,19.5,0.0,0.0,2.87,0.0
"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",132.0,0.55,29.27,1.45,16.83,788.0,0.198,0.0
"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",47.0,0.97,8.75,0.87,8.85,1129.0,0.295,0.0
"SALAD DRSNG,RANCH DRSNG,FAT-FREE",119.0,0.25,26.51,1.92,5.35,897.0,0.447,0.0
"SALAD DRSNG,RANCH DRSNG,COMM,REG",484.0,1.03,6.69,51.39,2.45,1094.0,8.019,0.0
"SALAD DRSNG,RANCH DRSNG,RED FAT",196.0,1.25,21.33,12.42,3.77,1120.0,1.25,0.0
"SALAD DRSNG,MAYO,LT",324.0,0.88,8.2,33.09,4.34,673.0,5.209,0.0
"OIL,INDUSTRIAL,MID-OLEIC,SUNFLOWER",884.0,0.0,0.0,100.0,0.0,0.0,9.009,0.0
"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT",884.0,0.0,0.0,100.0,0.0,0.0,7.615,0.0
"OIL,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING",884.0,0.0,0.0,100.0,0.0,0.0,7.758,0.0
"OIL,INDUS,CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING",884.0,0.0,0.0,100.0,0.0,0.0,10.117,0.0
"OIL,INDUSTRIAL,COCNT",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR POPCORN & FLAVORING VEG",884.0,0.0,0.0,100.0,0.0,0.0,17.683,0.0
"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY",884.0,0.0,0.0,100.0,0.0,0.0,18.358,0.0
"OIL,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING",884.0,0.0,0.0,100.0,0.0,0.0,15.34,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR NON-DAIRY BUTTER FLAVOR",884.0,0.0,0.0,100.0,0.0,0.0,18.101,0.0
"OIL,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP",884.0,0.0,0.0,100.0,0.0,0.0,24.75,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY",884.0,0.0,0.0,100.0,0.0,0.0,15.341,0.0
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING",884.0,0.0,0.0,100.0,0.0,0.0,25.883,0.0
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY",628.0,0.0,0.0,71.0,0.0,864.0,22.869,0.0
"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT",884.0,0.0,0.0,100.0,0.0,6.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,0.0,0.0,100.0,0.0,6.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS",884.0,0.0,0.0,100.0,0.0,5.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS",884.0,0.0,0.0,100.0,0.0,6.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS",880.0,0.0,0.0,99.5,0.0,7.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)",880.0,0.0,0.0,99.5,0.0,6.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,0.0,0.0,100.0,0.0,6.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS",884.0,0.0,0.0,100.0,0.0,0.0,28.421,0.0
"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )",714.0,1.9,0.0,80.2,0.0,879.0,20.442,0.0
"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING",884.0,0.0,0.0,100.0,0.0,0.0,17.416,0.0
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS",884.0,0.0,0.0,100.0,0.0,0.0,18.788,0.0
"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY",714.0,0.18,0.71,80.0,0.0,886.0,16.321,0.0
"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED",884.0,0.0,0.0,100.0,0.0,0.0,15.251,0.0
"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT",884.0,0.0,0.0,100.0,0.0,0.0,7.429,0.0
"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD",583.0,0.14,0.14,64.63,0.0,646.0,16.69,0.0
"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT",158.0,0.0,0.0,17.1,0.0,755.0,2.22,0.0
"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE",47.0,0.0,7.1,2.1,1.0,829.0,0.31,0.0
"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD",605.0,0.13,0.16,70.95,0.0,729.0,19.83,0.0
"OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)",884.0,0.0,0.0,100.0,0.0,0.0,6.511,0.0
"OIL,PAM COOKING SPRAY,ORIGINAL",792.0,0.26,20.69,78.69,0.0,59.0,11.6,0.0
"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",207.0,0.98,29.27,10.0,18.33,900.0,0.833,0.0
"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",165.0,0.16,16.6,10.75,14.29,1102.0,1.643,0.0
"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",333.0,1.53,9.39,34.18,5.38,848.0,3.288,0.0
"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D",339.0,0.51,0.66,37.77,0.0,589.0,8.637,0.0
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",717.0,0.16,0.7,80.71,0.0,751.0,15.189,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D",713.0,0.22,0.75,80.17,0.0,657.0,14.224,0.0
"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D",537.0,0.12,0.69,60.39,0.0,785.0,10.884,0.0
"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D",533.0,0.17,0.86,59.81,0.0,785.0,12.086,0.0
"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D",535.0,0.6,0.0,59.17,0.0,785.0,10.042,0.0
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D",717.0,0.16,0.7,80.71,0.0,2.0,15.189,0.0
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D",542.0,0.17,0.86,59.81,0.0,2.0,12.086,0.0
"OIL,INDUSTRIAL,CANOLA,HI OLEIC",884.0,0.0,0.0,100.0,0.0,0.0,6.787,0.0
"OIL,INDUSTRIAL,SOY,LO LINOLENIC",884.0,0.0,0.0,100.0,0.0,0.0,15.084,0.0
"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC",884.0,0.0,0.0,100.0,0.0,0.0,14.853,0.0
"OIL,INDUSTRIAL,SOY,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0,28.470739999999992,0.0
"SALAD DRSNG,HONEY MUSTARD,REG",464.0,0.87,23.33,40.83,15.84,650.0,5.0,0.0
"SALAD DRSNG,POPPYSEED,CREAMY",399.0,0.92,24.53,33.33,23.39,788.0,6.061,0.0
"SALAD DRSNG,CAESAR,FAT-FREE",131.0,1.47,30.73,0.23,8.82,1265.0,0.096,0.0
"DRESSING,HONEY MUSTARD,FAT-FREE",169.0,1.07,38.43,1.47,17.75,1004.0,0.349,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",234.0,26.78,0.06,13.27,0.0,79.0,3.7,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",215.0,18.6,0.0,15.06,0.0,70.0,4.31,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",289.0,22.54,9.42,17.35,0.0,292.0,4.61,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",269.0,28.56,3.15,14.92,0.0,84.0,4.06,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",239.0,27.3,0.0,13.6,0.0,82.0,3.79,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",219.0,24.68,0.0,12.56,0.0,67.0,3.5,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",119.0,21.39,0.0,3.08,0.0,77.0,0.79,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",219.0,30.57,1.69,9.12,0.0,91.0,2.46,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",190.0,28.93,0.0,7.41,0.0,86.0,2.04,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",177.0,27.29,0.0,6.71,0.0,70.0,1.84,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",349.0,13.33,0.0,32.35,0.0,63.0,9.08,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",454.0,20.36,0.0,40.68,0.0,65.0,11.42,0.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",157.0,27.15,0.0,4.5,0.0,67.0,1.322,0.0
"CHICKEN,GIZZARD,ALL CLASSES,RAW",94.0,17.66,0.0,2.06,0.0,69.0,0.529,0.0
"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",154.0,30.39,0.0,2.68,0.0,56.0,0.67,0.0
"CHICKEN,LIVER,ALL CLASSES,RAW",119.0,16.92,0.73,4.83,0.0,71.0,1.563,0.0
"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",167.0,24.46,0.87,6.51,0.0,76.0,2.06,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW",186.0,20.27,0.0,11.07,0.0,65.0,3.16,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",246.0,30.45,1.82,12.09,0.0,77.0,3.32,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",237.0,16.69,0.0,18.34,0.0,73.0,5.26,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",285.0,27.22,4.08,16.91,0.0,89.0,4.58,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW",114.0,23.2,0.0,1.65,0.0,68.0,0.44,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",173.0,30.91,0.0,4.51,0.0,77.0,1.27,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD",159.0,28.88,0.0,3.99,0.0,65.0,1.12,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",125.0,20.08,0.0,4.31,0.0,85.0,1.1,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD",205.0,27.37,0.0,9.73,0.0,93.0,2.66,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",192.0,25.97,0.0,8.98,0.0,74.0,2.45,0.0
"CHICKEN,BROILERS OR FRYERS,FAT,RAW",629.0,3.73,0.0,67.95,0.0,32.0,20.25,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",319.0,14.05,0.0,28.74,0.0,64.0,8.34,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",300.0,25.95,0.0,20.97,0.0,87.0,5.82,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD",258.0,22.18,0.0,18.14,0.0,64.0,5.02,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",137.0,19.56,0.0,5.92,0.0,82.0,1.52,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD",239.0,28.19,0.0,13.16,0.0,96.0,3.6,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",209.0,25.31,0.0,11.19,0.0,67.0,3.04,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",172.0,20.85,0.0,9.25,0.0,63.0,2.66,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",260.0,24.84,8.99,13.2,0.0,275.0,3.52,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",197.0,29.8,0.0,7.78,0.0,71.0,2.19,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",184.0,27.39,0.0,7.42,0.0,62.0,2.08,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",114.0,21.23,0.0,2.59,0.0,116.0,0.567,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED",187.0,33.44,0.51,4.71,0.0,79.0,1.29,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",165.0,31.02,0.0,3.57,0.0,74.0,1.01,0.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD",151.0,28.98,0.0,3.03,0.0,63.0,0.85,0.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",159.0,17.59,0.11,9.29,0.0,104.0,2.45,0.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",186.0,22.58,0.0,9.96,0.0,114.0,2.651,0.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",204.0,25.32,0.0,10.64,0.0,76.0,2.91,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",115.0,18.84,0.0,3.82,0.0,112.0,0.938,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",149.0,23.36,0.0,5.49,0.0,118.0,1.403,0.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",169.0,27.5,0.0,5.71,0.0,80.0,1.51,0.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",214.0,16.37,0.17,15.95,0.0,84.0,4.366,0.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",184.0,24.03,0.0,8.99,0.0,98.0,2.446,0.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",220.0,24.17,0.0,12.92,0.0,73.0,3.57,0.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",120.0,19.16,0.0,4.22,0.0,96.0,1.05,0.0
