name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD",234.0,30.95,0.0,12.22,0.0,69.0,5.447,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",221.0,32.1,0.0,10.24,0.0,70.0,5.002,0.0
"BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0"" FAT,ALL GRDS, CKD, BRSD",228.0,31.41,0.0,11.43,0.0,69.0,5.269,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",152.0,20.87,0.0,7.67,0.0,81.0,3.419,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",137.0,21.1,0.0,5.89,0.0,82.0,2.686,0.0
"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0"" FAT,ALL GRDS, RAW",146.0,20.96,0.0,6.95,0.0,82.0,3.126,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",215.0,27.97,0.0,11.47,0.0,75.0,4.895,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",199.0,27.88,0.0,9.77,0.0,74.0,5.004,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",209.0,27.94,0.0,10.79,0.0,75.0,4.938,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",160.0,21.31,0.0,8.29,0.0,70.0,3.605,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",143.0,21.28,0.0,6.47,0.0,73.0,2.759,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",153.0,21.29,0.0,7.56,0.0,70.0,3.267,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",200.0,31.32,0.0,8.3,0.0,60.0,2.835,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",190.0,31.71,0.0,7.02,0.0,63.0,2.239,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",196.0,31.48,0.0,7.78,0.0,61.0,2.596,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",197.0,33.55,0.0,6.94,0.0,67.0,2.708,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",181.0,32.96,0.0,5.44,0.0,70.0,2.238,0.0
"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",190.0,33.31,0.0,6.34,0.0,68.0,2.52,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",127.0,21.36,0.0,4.6,0.0,83.0,1.884,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,RAW",117.0,21.22,0.0,3.53,0.0,76.0,1.684,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123.0,21.3,0.0,4.17,0.0,81.0,1.804,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD",191.0,32.41,0.0,6.82,0.0,67.0,2.894,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD",186.0,32.29,0.0,6.34,0.0,68.0,2.514,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",194.0,32.49,0.0,7.14,0.0,65.0,3.147,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",128.0,21.75,0.16,4.48,0.0,80.0,1.941,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW",124.0,21.9,0.21,3.99,0.0,81.0,1.748,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",130.0,21.64,0.12,4.81,0.0,79.0,2.07,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",222.0,30.91,0.0,10.91,0.0,65.0,4.253,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",215.0,32.01,0.0,9.66,0.0,66.0,3.567,0.0
"BEEF,CHUCK,UND BL STEAK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",219.0,31.35,0.0,10.41,0.0,65.0,3.981,0.0
"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR",291.0,26.7,0.0,20.49,0.0,62.0,8.261,0.0
"BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",207.0,27.97,0.0,10.57,0.0,59.0,4.2,0.0
"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",240.0,27.18,0.0,14.55,0.0,68.0,5.606,0.0
"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw",196.0,19.17,0.0,13.26,0.0,76.0,5.726,0.0
"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW",202.0,19.15,0.0,13.93,0.0,76.0,5.896,0.0
"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW",187.0,19.2,0.0,12.27,0.0,77.0,5.473,0.0
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD",227.0,26.18,0.21,13.54,0.0,73.0,5.692,0.0
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD",236.0,26.1,0.4,14.41,0.0,73.0,5.963,0.0
"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD",215.0,26.3,0.0,12.25,0.0,73.0,5.285,0.0
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW",182.0,18.99,0.36,11.64,0.0,76.0,4.831,0.0
"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW",189.0,18.85,0.53,12.4,0.0,75.0,5.137,0.0
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW",172.0,19.2,0.09,10.5,0.0,76.0,4.37,0.0
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",133.0,21.17,0.07,5.33,0.0,74.0,2.124,0.0
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",127.0,21.72,0.0,4.44,0.0,70.0,1.897,0.0
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD",236.0,24.63,0.0,15.29,0.0,76.0,6.354,0.0
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",CH,CKD,RSTD",241.0,24.47,0.0,15.87,0.0,75.0,6.462,0.0
"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD",229.0,24.86,0.0,14.41,0.0,76.0,6.192,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS",275.0,28.23,0.0,18.0,0.0,65.0,7.256,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",284.0,27.6,0.0,19.3,0.0,64.0,7.666,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",261.0,29.18,0.0,16.05,0.0,66.0,6.629,0.0
"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",220.0,32.07,0.0,10.18,0.0,67.0,3.638,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",225.0,32.21,0.0,10.74,0.0,66.0,3.888,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",211.0,31.86,0.0,9.34,0.0,69.0,3.263,0.0
"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",128.0,21.13,0.0,4.79,0.0,80.0,2.059,0.0
"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",131.0,21.19,0.0,5.18,0.0,82.0,2.114,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",122.0,21.05,0.0,4.2,0.0,76.0,1.976,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",305.0,25.48,0.0,22.58,0.0,70.0,10.04,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",317.0,25.26,0.0,24.05,0.0,70.0,10.638,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",287.0,25.81,0.0,20.38,0.0,71.0,9.144,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",235.0,17.48,0.0,18.33,0.0,78.0,7.979,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",240.0,17.22,0.0,19.03,0.0,75.0,8.141,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW",227.0,17.87,0.0,17.28,0.0,85.0,7.738,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204.0,31.03,0.0,8.92,0.0,61.0,3.112,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207.0,30.93,0.0,9.25,0.0,60.0,3.264,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200.0,31.18,0.0,8.41,0.0,62.0,2.884,0.0
"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",296.0,27.69,0.0,20.55,0.0,65.0,9.009,0.0
"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",303.0,27.16,0.0,21.56,0.0,65.0,9.268,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285.0,28.47,0.0,19.03,0.0,66.0,8.621,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",205.0,18.97,0.0,14.32,0.0,77.0,6.154,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",210.0,18.87,0.0,14.99,0.0,76.0,6.387,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",196.0,19.1,0.0,13.33,0.0,77.0,5.805,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",277.0,24.98,0.0,19.64,0.0,71.0,8.66,0.0
"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283.0,24.95,0.0,20.35,0.0,71.0,8.677,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",267.0,25.03,0.0,18.57,0.0,70.0,8.633,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",223.0,18.86,0.0,16.35,0.0,66.0,6.963,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",227.0,18.86,0.0,16.85,0.0,66.0,7.176,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",216.0,18.86,0.0,15.6,0.0,68.0,6.644,0.0
"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN,1/8"" FT,ALL GRDS,CKD,RSTD",231.0,27.12,0.0,13.64,0.0,69.0,5.258,0.0
"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219.0,27.03,0.0,12.29,0.0,70.0,4.736,0.0
"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD",217.0,27.3,0.0,11.97,0.0,60.0,4.645,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLED",192.0,28.98,0.0,8.48,0.0,59.0,3.534,0.0
"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",166.0,21.22,0.0,9.04,0.0,64.0,3.544,0.0
"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",173.0,20.93,0.0,9.97,0.0,65.0,3.88,0.0
"BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,RAW",155.0,21.65,0.0,7.64,0.0,63.0,3.039,0.0
"BEEF,RIB EYE STK/RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",156.0,21.99,0.0,7.54,0.0,56.0,2.759,0.0
"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",161.0,21.62,0.0,8.29,0.0,56.0,3.057,0.0
"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",148.0,22.55,0.0,6.41,0.0,55.0,2.313,0.0
"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",221.0,27.4,0.0,12.43,0.0,67.0,4.794,0.0
"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD",229.0,27.03,0.0,13.44,0.0,67.0,4.897,0.0
"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",210.0,27.96,0.0,10.91,0.0,67.0,4.639,0.0
"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",218.0,28.21,0.0,11.68,0.0,56.0,4.535,0.0
"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",229.0,27.87,0.0,13.01,0.0,54.0,5.187,0.0
"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",202.0,28.72,0.0,9.68,0.0,59.0,3.556,0.0
"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",234.0,29.99,0.0,12.69,0.0,63.0,4.315,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",164.0,21.17,0.0,8.82,0.0,66.0,3.233,0.0
"BEEF,PLATE STK,BNLES,INSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",242.0,29.56,0.0,13.72,0.0,64.0,4.76,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",171.0,20.89,0.0,9.76,0.0,67.0,3.546,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRILD",223.0,30.64,0.0,11.16,0.0,62.0,3.647,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW",153.0,21.61,0.0,7.41,0.0,66.0,2.765,0.0
"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",282.0,27.68,0.0,19.01,0.0,71.0,6.674,0.0
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",206.0,18.74,0.19,14.53,0.0,67.0,5.618,0.0
"BEEF,PLATE STEAK,BNLS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",291.0,27.03,0.0,20.28,0.0,71.0,7.035,0.0
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",212.0,18.47,0.17,15.26,0.0,68.0,5.798,0.0
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD",268.0,28.65,0.0,17.1,0.0,70.0,6.132,0.0
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,RAW",198.0,19.14,0.23,13.44,0.0,65.0,5.349,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,CKD,GRI",206.0,28.11,0.0,10.37,0.0,59.0,4.2,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW",154.0,21.85,0.0,7.41,0.0,56.0,2.759,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRILLE",215.0,27.39,0.0,11.75,0.0,60.0,4.645,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",162.0,21.44,0.0,8.5,0.0,56.0,3.057,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,CKD,GRILLED",191.0,29.18,0.0,8.31,0.0,59.0,3.534,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW",142.0,22.46,0.0,5.78,0.0,55.0,2.313,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD",299.0,28.36,0.0,20.57,0.0,68.0,8.103,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,RAW",239.0,19.11,0.46,17.91,0.0,60.0,7.055,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,CKD,BRSD",306.0,27.75,0.0,21.72,0.0,68.0,8.763,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,RAW",252.0,18.72,0.64,19.36,0.0,61.0,7.812,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,CKD,BRSD",287.0,29.28,0.0,18.84,0.0,68.0,7.091,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,RAW",221.0,19.71,0.2,15.73,0.0,59.0,5.92,0.0
"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL",313.0,22.71,0.0,24.7,0.0,60.0,10.566,0.0
"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,SEL,CKD,GRLD",304.0,23.19,0.0,23.47,0.0,59.0,10.723,0.0
"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL",309.0,22.9,0.0,24.2,0.0,60.0,10.629,0.0
"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST",307.0,23.53,0.0,23.61,0.0,62.0,10.097,0.0
"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST",290.0,23.36,0.0,21.85,0.0,64.0,9.562,0.0
"BEEF,RIB EYE RST,BNE-IN,LP-ON,LN & FT,1/8"" FT,AL GRD,CKD,RST",300.0,23.47,0.0,22.91,0.0,63.0,9.883,0.0
"BEEF,RIB EYE STK/RST,BNE-IN,IP-ON,LN & FT,1/8"" FT,AL GRDS,RW",255.0,18.13,0.0,20.31,0.0,56.0,9.097,0.0
"BEEF,RIB EYE STK/RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,CHC,RAW",260.0,17.92,0.0,20.96,0.0,57.0,9.265,0.0
"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW",248.0,18.44,0.0,19.34,0.0,55.0,8.844,0.0
"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD",303.0,22.92,0.0,23.52,0.0,54.0,10.307,0.0
"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,GILD",273.0,24.83,0.0,19.25,0.0,54.0,8.749,0.0
"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FT,1/8"" FT,AL GRD,CKD,GRLD",291.0,23.69,0.0,21.81,0.0,54.0,9.684,0.0
"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD",292.0,24.3,0.0,21.66,0.0,52.0,9.419,0.0
"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,RSTD",303.0,23.92,0.0,22.98,0.0,51.0,10.044,0.0
"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",277.0,24.85,0.0,19.68,0.0,54.0,8.482,0.0
"BEEF,RIB EYE STK/RST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,AL GRD,RW",244.0,18.85,0.0,18.73,0.0,50.0,8.251,0.0
"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,RW",253.0,18.39,0.0,19.95,0.0,50.0,8.741,0.0
"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW",230.0,19.55,0.0,16.9,0.0,50.0,7.515,0.0
"BEEF,PLTE STK,BNLS,INSD SKRT,LN & FAT,0"" FAT,ALL GRD,CKD,GRL",245.0,29.36,0.0,14.2,0.0,63.0,5.057,0.0
"BEEF,PLATE STK,BNLSS,INSDE SKRT,LN & FAT,0"" FAT,CHC,CKD,GRLD",253.0,28.9,0.0,15.3,0.0,63.0,5.554,0.0
"BEEF,PLATE STK,BNLES,INSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRLD",233.0,30.06,0.0,12.54,0.0,61.0,4.311,0.0
"BEEF,PLATE STEK,BNLS,INSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW",187.0,20.38,0.0,11.71,0.0,64.0,4.626,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,CHOC,RW",195.0,20.06,0.0,12.78,0.0,65.0,5.034,0.0
"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,SEL,RAW",174.0,20.87,0.0,10.11,0.0,65.0,4.014,0.0
"BEEF,GROUND,UNSPEC FAT CONTENT,CKD",234.0,25.07,0.62,14.53,0.0,85.0,5.6,0.0
"BEEF,PLTE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,AL GRD,CKD,GRLD",292.0,27.06,0.0,20.47,0.0,70.0,7.405,0.0
"BEEF,PLATE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,CHC,CKD,GRLD",300.0,26.46,0.0,21.62,0.0,70.0,7.733,0.0
"BEEF,PLATE STK,BNLS,OTSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRILD",281.0,27.95,0.0,18.75,0.0,69.0,6.911,0.0
"BEEF,PLATE STEK,BNLS,OUTSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW",232.0,17.98,0.35,17.59,0.0,65.0,7.138,0.0
"BEEF,PLATE STEAK,BNLS,OUTSIDE SKRT,LN & FAT,0"" FAT,CHOIC,RAW",238.0,17.69,0.35,18.44,0.0,65.0,7.426,0.0
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN & FAT,0"" FAT,SEL,RW",222.0,18.43,0.36,16.31,0.0,63.0,6.705,0.0
"BEEF,RIB EYE STK,BNLS,LIP OF,LN & FAT,0"" FT,AL GRDS,CKD,GRLD",271.0,24.85,0.0,19.02,0.0,58.0,8.443,0.0
"BEEF,RIB EYE STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,CHC,CKD,GRLD",285.0,23.89,0.0,21.1,0.0,58.0,9.244,0.0
"BEEF,RIB EYE STEK,BNLES,LIP OFF,LN & FAT,0"" FAT,SEL,CKD,GRLD",248.0,26.29,0.0,15.9,0.0,58.0,7.226,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,ALL GRD,RW",228.0,19.26,0.12,16.71,0.0,52.0,7.363,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,CHOIC,RAW",241.0,18.69,0.2,18.43,0.0,51.0,8.074,0.0
"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,SEL,RAW",208.0,20.12,0.0,14.14,0.0,52.0,6.29,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",360.0,24.23,0.0,29.21,0.0,63.0,12.99,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",372.0,23.34,0.0,30.95,0.0,61.0,13.77,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,CKD,BRSD",341.0,25.56,0.0,26.59,0.0,64.0,11.822,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,RAW",324.0,16.15,0.78,28.42,0.0,53.0,12.643,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,RAW",336.0,15.75,0.9,29.89,0.0,53.0,13.296,0.0
"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,RAW",305.0,16.75,0.6,26.23,0.0,52.0,11.663,0.0
"BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD",167.0,29.32,0.0,5.5,0.0,57.0,1.994,0.0
"BEEF,LOIN,TOP SIRLOIN PETITE RST/FILET,BNLS,LN,0"" FAT,CHC,RW",124.0,23.09,0.0,3.55,0.0,65.0,1.392,0.0
"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8"" FAT,AL GRDS,CKD,GLD",183.0,27.99,1.14,7.44,0.0,62.0,2.653,0.0
"BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD",175.0,28.45,0.27,6.63,0.0,61.0,2.905,0.0
"BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,SEL,CKD,GRLD",197.0,27.29,2.43,8.64,0.0,65.0,2.275,0.0
